-1.026378, -2.278765, -0.035318, 0.367039, 1.012730, -1.916546, 0.181886, 1.230133, -2.315712, 0.578430,
0.325024, -1.708743, -0.668993, 1.643869, -0.231245, 1.469086, -1.160334, -1.421513, -1.354105, 1.043925,
0.875446, 1.496406, -1.138807, -0.006624, -1.221969, 1.560605, 0.702661, 1.312886, -3.256635, -2.178810,
1.181083, -0.668154, 1.184072, 0.057767, -1.951943, -0.350377, -1.974087, 1.120575, -0.129119, 0.448053,
-0.557164, 1.115701, -1.876758, -1.599654, 0.751635, -0.372834, 1.164140, -1.638842, 1.422142, 1.152811,
0.477672, -1.851770, -1.102773, -2.230426, 0.111206, 2.212148, 1.842475, -0.569739, 0.139836, -0.874698,
-1.274456, -0.622867, -0.314270, 1.570224, -0.044488, -2.069031, -1.502660, 0.550572, 1.437535, -0.731946,
-0.648292, 1.404605, -0.765110, -0.556494, -1.793832, 0.734847, 1.474653, 1.431656, -1.628602, -0.736264,
-0.034932, 1.609866, 1.154951, 0.111205, 2.360077, -3.658577, -1.072395, 0.626288, -2.618727, -0.658983,
0.828737, 0.501062, 0.039149, 0.937879, -1.492234, -1.082593, 2.228928, -2.243469, 0.567283, -0.992046,
-1.666003, 1.384870, 1.357877, -0.752891, -1.441710, -1.487298, -2.785142, 0.291328, 0.768733, 0.767594,
-1.009087, -2.064226, 1.695974, -2.071256, 1.099124, -0.402039, 0.563952, -0.172137, 0.683433, 0.630211,
-2.693141, 0.040186, 1.308776, 1.048325, -1.337397, 1.198335, -1.059537, 1.436521, 0.115355, -4.143111,
1.980448, 0.446504, 1.853223, -2.770880, -0.035885, -0.111089, -1.073770, -0.887026, -1.069249, -0.550954,
1.229787, 1.213647, -1.354066, -0.031704, -3.024069, -0.618364, -1.742845, 1.166781, -0.452470, 1.294278,
-3.671607, 0.070857, -1.743381, 1.314122, 0.436353, 1.582463, -2.794989, -0.659658, 0.948259, 1.107892,
0.054145, -2.074742, 0.641980, -1.772398, 1.021911, -0.695544, -0.291299, 0.817434, -2.551303, 0.946815,
0.793272, 0.132641, -0.076421, -0.791411, 1.088554, -0.025190, 0.925504, 2.213769, -1.851843, -3.263671,
0.140187, -1.803307, -0.541614, -0.620494, -0.249561, -1.944212, 0.844015, 0.818922, 0.561877, 1.142149,
-2.206782, 1.419182, 0.787193, 1.260734, -2.380197, 1.890865, -3.570026, -0.564442, -2.876007, 0.808264,
-0.830535, 1.681247, -2.243184, 1.108745, 0.954144, -1.646950, -2.327103, 1.291676, -1.838364, 0.476503,
-2.438710, 1.024445, 1.163504, -0.920132, -2.658564, 0.382866, 1.679203, -0.762016, 0.365653, -2.484190,
0.671461, -2.593747, -2.147781, 1.477414, -0.407021, 1.009070, -1.126620, 0.356622, -0.184647, 0.383743,
-1.390301, 1.053664, -2.838346, -2.651955, 0.107188, 1.580388, 0.829448, -1.226979, 1.213471, -0.028893,
-2.598513, -1.565761, 0.762775, 0.814029, -0.475773, 0.531926, -2.552143, 0.737931, 0.601864, 0.508261,
-0.701774, 1.123133, 0.632593, -0.217639, 1.691877, 0.275121, 0.774740, -0.171095, -0.950078, -3.690395,
0.187891, -0.145914, 0.670984, 0.189173, -1.710173, 0.766937, 0.373975, -2.906897, 1.391124, -1.243829,
-0.076780, 1.534222, 0.043130, -0.067418, 1.067687, 0.067380, 0.021057, -1.885846, -2.283168, 0.861670,
1.255207, -1.043676, 0.794250, 0.522101, 0.818021, -1.828211, 0.532368, -1.136333, 1.035257, -1.261655,
1.282368, -1.210757, -0.546097, -1.856958, 0.220776, 0.395928, -1.312875, 0.130160, 0.594554, 1.277725,
